timestamp,name,age,gender,state,news_id,time_spent,device
1706952397000,Humbert,80,M,Alagoas,12,1334,smartphone
1715780515000,Devondra,52,F,Pernambuco,7,3277,desktop
1723058888000,Jacquenetta,45,F,Paraíba,5,2480,tablet
1725215468000,Nikita,72,M,Bahia,3,1476,tablet
1727163357000,Winona,80,F,Santa Catarina,19,2631,tablet
1721846896000,Linc,86,M,Bahia,3,685,desktop
1712474276000,Stacee,42,M,Ceara,4,3596,smartphone
1727644692000,Joshua,72,M,Santa Catarina,20,1932,laptop
1723820072000,Natty,14,M,Santa Catarina,3,1103,smartwatch
1704187862000,Rockey,42,M,Rio de Janeiro,17,2566,desktop
1720924099000,Morten,50,M,Ceara,15,2868,tablet
1734596680000,Amandie,25,F,Pernambuco,8,527,desktop
1706086268000,Mureil,21,F,Ceara,13,379,desktop
1732684442000,Boniface,73,M,Parana,4,2997,tablet
1707972396000,Minerva,42,F,Paraíba,8,2586,tablet
1709079085000,Vittoria,90,F,Rondônia,18,900,smartphone
1718983508000,Jodie,60,F,Acre,7,2392,smartphone
1712066903000,Bonnee,75,F,Parana,16,1063,smartwatch
1715943480000,Abbot,37,M,Minas Gerais,18,2548,smartwatch
1707076883000,Rebbecca,46,F,Pernambuco,5,2582,tablet
1731582368000,Rhett,63,M,Rio de Janeiro,8,1761,smartphone
1734440676000,Pip,36,M,Tocantins,9,262,smartphone
1725284019000,Isa,28,M,Sao Paulo,17,1866,smartphone
1727027429000,Frannie,21,M,Amapá,14,1545,desktop
1712526993000,Lea,66,F,Acre,4,3241,laptop
1717667037000,Debee,15,F,Pernambuco,4,2593,smartphone
1711185857000,Harmon,83,M,Mato Grosso,16,1223,laptop
1732864169000,Seth,59,M,Mato Grosso,10,1454,smartphone
1721869988000,Nobe,45,M,Amapá,14,482,desktop
1706483245000,Ysabel,38,F,Bahia,5,3452,laptop
1714070328000,Antoni,19,M,Pernambuco,20,1375,smartwatch
1730640244000,Fifi,68,F,Goiás,13,1322,laptop
1722709006000,Burk,38,M,Rondônia,16,1549,laptop
1707593792000,Ricky,47,M,Minas Gerais,9,636,smartwatch
1730513707000,Sigismundo,10,M,Goiás,11,3522,smartwatch
1728156195000,Leticia,75,F,Amapá,10,526,laptop
1729793537000,Linoel,12,M,Ceara,7,572,smartphone
1707538197000,Trina,38,F,Pernambuco,15,2681,tablet
1710688382000,Fernanda,28,F,Santa Catarina,1,267,tablet
1705080380000,Travis,41,M,Santa Catarina,6,1838,tablet
1717231298000,Ulric,51,M,Paraíba,8,2623,laptop
1717508958000,Maurise,31,F,Santa Catarina,2,2887,desktop
1713065260000,Sadye,51,F,Sao Paulo,3,3421,desktop
1717219890000,Farra,22,F,Amapá,4,1653,smartwatch
1729562179000,Gaultiero,66,M,Acre,9,2979,desktop
1714128477000,Cris,6,M,Roraima,10,3008,smartwatch
1734313308000,Wiatt,16,M,Goiás,8,61,tablet
1707388291000,Keefe,70,M,Bahia,3,902,desktop
1707516100000,Leia,58,F,Roraima,6,553,desktop
1704414122000,Nathaniel,59,M,Rondônia,14,1243,laptop
1709611784000,Tate,88,F,Minas Gerais,15,1171,laptop
1728808048000,Hector,61,M,Acre,20,3265,desktop
1705295427000,Kattie,83,F,Pernambuco,7,3430,laptop
1726377802000,Dallas,36,F,Tocantins,8,2545,smartwatch
1713914878000,Cathryn,58,F,Sao Paulo,10,361,smartwatch
1731483410000,Vladamir,88,M,Sao Paulo,8,1511,smartwatch
1727204678000,Byram,25,M,Minas Gerais,13,2015,laptop
1712081337000,Callida,67,F,Sergipe,4,483,smartwatch
1714332246000,Stefania,62,F,Rio de Janeiro,10,69,smartwatch
1709921266000,Lew,70,M,Rondônia,1,1269,laptop
1731394519000,Joanne,82,F,Mato Grosso,14,377,tablet
1732188974000,Gerrie,78,M,Rio de Janeiro,5,237,desktop
1734251395000,Hendrik,87,M,Rondônia,1,2463,laptop
1719966172000,Gregg,32,M,Rio de Janeiro,8,1597,smartwatch
1712166046000,Verla,37,F,Rio Grande do Sul,7,1056,smartphone
1715880464000,Nowell,52,M,Parana,1,1790,laptop
1731709580000,Chase,27,M,Santa Catarina,4,2649,tablet
1731102782000,Kristian,85,M,Minas Gerais,2,3072,smartwatch
1729869044000,Wake,83,M,Tocantins,18,1124,laptop
1722753699000,Yankee,25,M,Ceara,11,1942,desktop
1713112863000,Chandal,29,F,Roraima,5,537,desktop
1729470216000,Steward,36,M,Rio Grande do Sul,5,3011,smartwatch
1713454269000,Karmen,60,F,Sao Paulo,20,2147,tablet
1707462831000,Steffane,30,F,Goiás,13,3060,tablet
1706807401000,Kent,8,M,Mato Grosso,16,3273,smartwatch
1724277820000,Fanny,83,F,Goiás,2,78,smartwatch
1735482743000,Carmelle,89,F,Tocantins,4,2014,smartwatch
1715399797000,Leone,69,F,Rio Grande do Sul,4,1566,smartphone
1724614167000,Dare,44,M,Parana,19,1330,smartwatch
1711174120000,Colin,69,M,Minas Gerais,7,2431,smartphone
1721836939000,Wilt,46,M,Ceara,14,2181,desktop
1712821037000,Terencio,10,M,Acre,18,1635,smartphone
1710465368000,Marianna,14,F,Tocantins,19,2941,tablet
1731663996000,Jimmie,53,M,Goiás,16,3144,laptop
1717924649000,Bruis,51,M,Sao Paulo,19,1123,laptop
1709445468000,Conni,50,F,Mato Grosso,9,1829,smartphone
1726112974000,Chrissie,27,M,Parana,1,785,desktop
1705664327000,Dill,43,M,Ceara,20,1760,desktop
1708268504000,Dimitry,65,M,Mato Grosso,16,1102,smartphone
1727219637000,Madalena,56,F,Parana,1,1380,laptop
1729050663000,Beck,77,M,Pernambuco,4,939,desktop
1724456635000,Dawna,6,F,Sergipe,10,3427,tablet
1723570234000,Steve,57,M,Bahia,1,2880,desktop
1721764978000,Maisey,67,F,Sao Paulo,15,2917,laptop
1721153159000,Charyl,61,F,Goiás,6,2335,smartphone
1721047926000,Tobias,89,M,Goiás,11,1222,smartphone
1704866793000,Cleo,63,F,Sergipe,19,2035,desktop
1730886230000,Rinaldo,77,M,Goiás,13,2037,tablet
1723387433000,Gleda,81,F,Mato Grosso,12,653,smartphone
1731625061000,Carney,62,M,Bahia,1,2051,laptop
1730545852000,York,41,M,Amapá,19,732,smartwatch
1720861499000,Jenni,54,F,Amazonas,19,327,laptop
1710641853000,Siward,55,M,Alagoas,3,1204,smartwatch
1719075546000,Bud,35,M,Amapá,9,2705,laptop
1720436465000,Adelaide,77,F,Amazonas,8,3331,smartwatch
1730592466000,Cordell,86,M,Parana,17,1667,laptop
1734721784000,Daile,7,F,Minas Gerais,11,1945,desktop
1723303680000,Sven,68,M,Rio de Janeiro,15,2713,smartphone
1716191128000,Martyn,87,M,Minas Gerais,13,3187,laptop
1728049806000,Marlon,30,M,Rio de Janeiro,17,556,tablet
1735200521000,Ingelbert,7,M,Sao Paulo,3,2086,smartphone
1731910480000,Drusie,58,F,Paraíba,8,2265,laptop
1727004370000,Hilly,48,M,Sao Paulo,11,650,smartphone
1720820911000,Nancy,85,F,Ceara,18,204,laptop
1734832158000,Maximo,50,M,Ceara,20,3229,smartphone
1722461866000,Bail,57,M,Santa Catarina,1,967,laptop
1724139656000,Lodovico,87,M,Roraima,7,1023,desktop
1707377289000,Megen,11,F,Paraíba,1,3049,smartphone
1727831239000,Waverly,70,M,Pernambuco,9,2658,smartwatch
1733932251000,Natale,48,M,Sergipe,2,901,tablet
1714146096000,Ty,85,M,Rondônia,1,69,smartwatch
1732627840000,Pip,68,M,Rio Grande do Sul,9,3544,laptop
1733601433000,Consolata,88,F,Amapá,12,1310,laptop
1717503621000,Katrine,52,F,Bahia,6,249,desktop
1723783058000,Donn,38,M,Acre,7,218,laptop
1718778328000,Aldous,47,M,Mato Grosso,12,2803,laptop
1714410889000,Toiboid,79,M,Paraíba,8,2089,smartwatch
1713647992000,Zora,42,F,Ceara,7,2440,smartphone
1711198933000,Kimberlyn,73,F,Amapá,13,1105,smartwatch
1711931414000,Iolanthe,12,F,Sao Paulo,8,347,smartwatch
1722014071000,Katlin,49,F,Goiás,19,661,laptop
1733535366000,Diane-marie,66,F,Ceara,7,837,smartphone
1704879314000,Byram,78,M,Amapá,11,1508,laptop
1715623592000,Carry,74,F,Santa Catarina,18,557,smartphone
1717056071000,Barnard,86,M,Sao Paulo,18,152,tablet
1709741678000,Currie,73,M,Tocantins,17,279,laptop
1727167475000,Toiboid,51,M,Tocantins,20,1936,smartwatch
1719930130000,Alene,73,F,Parana,18,1220,smartwatch
1730381390000,Kim,64,F,Alagoas,11,3351,desktop
1715685112000,Derwin,14,M,Roraima,6,348,smartwatch
1705277519000,Ros,85,F,Goiás,8,1831,smartphone
1723156983000,Magnum,44,M,Sergipe,17,314,smartwatch
1735018117000,Godard,40,M,Sergipe,10,568,smartwatch
1711032622000,Davin,49,M,Parana,12,827,smartwatch
1730914526000,Jaclin,40,F,Alagoas,5,641,desktop
1732690912000,Osborn,16,M,Mato Grosso,1,2016,smartphone
1709794547000,Cirilo,65,M,Mato Grosso,8,1363,smartwatch
1727028327000,Thomasine,55,F,Rondônia,18,1425,smartphone
1708992086000,Randi,89,M,Parana,15,1927,desktop
1725909235000,Annadiane,34,F,Santa Catarina,20,3045,smartwatch
1705654703000,Hilly,59,M,Rondônia,3,1325,smartphone
1721243996000,Moreen,35,F,Rio Grande do Sul,18,1295,laptop
1715196572000,Lyle,54,M,Sao Paulo,15,3231,smartwatch
1715955319000,Gerrard,6,M,Mato Grosso,4,2740,desktop
1727073118000,Shandie,13,F,Bahia,20,2176,smartwatch
1717097624000,Mady,56,F,Parana,8,2375,smartphone
1721517884000,Yoko,26,F,Mato Grosso,13,211,smartphone
1721472824000,Cyb,76,F,Roraima,15,2333,desktop
1727443982000,Ilene,60,F,Minas Gerais,16,2066,smartwatch
1725814583000,Amby,57,M,Amazonas,2,2913,tablet
1708218477000,Harriet,86,F,Sergipe,12,869,smartphone
1718016011000,Lilah,31,F,Ceara,18,2278,laptop
1728929684000,Tabbitha,52,F,Sergipe,2,1066,smartphone
1718496406000,Miles,44,M,Goiás,3,2718,laptop
1720432066000,Margot,45,F,Rio de Janeiro,14,2134,tablet
1722928775000,Abner,37,M,Rondônia,20,87,laptop
1734258794000,Darbie,70,F,Minas Gerais,10,1524,desktop
1710466097000,Eada,29,F,Roraima,13,1786,tablet
1713269754000,Doria,47,F,Amapá,7,1044,desktop
1705213729000,Rosemonde,12,F,Acre,12,3183,smartphone
1734677746000,Kimberley,32,F,Amazonas,15,1422,smartwatch
1719562021000,Rheta,60,F,Bahia,19,2869,desktop
1708398505000,Xenia,21,F,Rio Grande do Sul,16,3150,tablet
1730364638000,Ysabel,87,F,Ceara,11,3082,desktop
1708961471000,Forrester,25,M,Tocantins,16,1430,desktop
1734654863000,Marylin,24,F,Minas Gerais,8,687,smartphone
1713609788000,Rollo,21,M,Paraíba,3,3372,desktop
1710454024000,Cornie,86,F,Santa Catarina,9,2919,laptop
1732075119000,Larine,67,F,Ceara,8,2258,smartwatch
1718455007000,Kris,78,M,Minas Gerais,14,2943,laptop
1726884395000,Darrell,58,M,Pernambuco,12,726,tablet
1723432999000,Osgood,25,M,Rio de Janeiro,17,3353,smartphone
1735561249000,Drud,80,M,Alagoas,4,3220,laptop
1731015499000,Shandee,24,F,Mato Grosso,20,1639,desktop
1727159039000,Thom,73,M,Sao Paulo,15,1079,tablet
1716634256000,Joannes,23,F,Rio Grande do Sul,1,1325,desktop
1727845655000,Slade,67,M,Minas Gerais,19,2013,smartphone
1716663755000,Lola,56,F,Minas Gerais,3,3511,smartphone
1730555564000,Maribelle,10,F,Bahia,16,2551,tablet
1719627910000,Nero,20,M,Sergipe,19,2273,smartwatch
1725769716000,Clarance,65,M,Mato Grosso,11,2173,desktop
1733708111000,Alicea,34,F,Sergipe,10,481,smartwatch
1731328981000,Penn,24,M,Mato Grosso,11,932,tablet
1705991941000,Bartholomeus,90,M,Rio Grande do Sul,13,3162,smartphone
1724870216000,Melvyn,34,M,Santa Catarina,2,2654,laptop
1734754500000,Cally,27,F,Rio Grande do Sul,5,1445,tablet
1730711551000,Melisa,33,F,Amapá,20,1046,tablet
1705110244000,Finn,29,M,Santa Catarina,9,2603,smartwatch
1727345303000,Heinrik,54,M,Acre,3,645,smartphone
1713714914000,Daune,39,F,Pernambuco,15,245,tablet
1719013743000,Edwin,53,M,Minas Gerais,14,1240,smartwatch
1720390606000,Benny,49,M,Rondônia,12,111,tablet
1716248006000,Carter,17,M,Pernambuco,14,3174,desktop
1709361344000,Lonnie,9,F,Mato Grosso,13,1980,smartphone
1704112548000,Dante,29,M,Bahia,13,3361,tablet
1705201125000,Roy,32,M,Paraíba,5,862,smartwatch
1722455274000,Nelie,77,F,Alagoas,6,3595,desktop
1717210104000,Elysee,90,F,Pernambuco,10,1314,desktop
1725376929000,Kacie,62,F,Mato Grosso,7,2898,tablet
1713252697000,Madlen,34,F,Paraíba,4,2826,smartphone
1707247913000,Carmel,76,F,Tocantins,5,372,tablet
1716776786000,Bay,82,M,Tocantins,5,3496,smartphone
1724322964000,Merrie,73,F,Pernambuco,13,2809,smartwatch
1723576835000,Ruthe,83,F,Mato Grosso,1,801,laptop
1708031066000,Revkah,18,F,Acre,18,2086,laptop
1722998228000,Eduard,76,M,Amazonas,19,2589,laptop
1722771153000,Kelwin,37,M,Pernambuco,10,146,desktop
1707435547000,Roslyn,22,F,Alagoas,4,2262,tablet
1720968204000,Cherrita,46,F,Ceara,17,159,desktop
1729487648000,Florrie,34,F,Sergipe,16,190,laptop
1728847696000,Jasper,10,M,Alagoas,18,43,laptop
1712616831000,Tabby,57,F,Goiás,6,574,laptop
1720438428000,Hammad,50,M,Goiás,5,55,tablet
1730032616000,Edyth,36,F,Roraima,4,2571,desktop
1711845697000,Perkin,39,M,Amapá,1,3108,smartwatch
1720093134000,Riannon,79,F,Alagoas,12,676,tablet
1711303207000,Lulu,81,F,Santa Catarina,16,98,desktop
1708299499000,Jarred,31,M,Parana,16,1030,laptop
1711793214000,Stefan,78,M,Santa Catarina,18,221,tablet
1731721101000,Shaughn,42,M,Rondônia,8,1617,tablet
1727440280000,Spike,21,M,Alagoas,6,2437,smartwatch
1707099593000,Gerrie,30,F,Roraima,6,176,tablet
1720484457000,Kirsten,73,F,Acre,20,2717,smartphone
1734008237000,Fons,11,M,Rio Grande do Sul,18,2871,laptop
1705387798000,Constantine,47,M,Minas Gerais,10,3312,tablet
1707159314000,Anselm,19,M,Ceara,20,3065,smartwatch
1717177366000,Shelley,52,M,Sao Paulo,8,1763,smartphone
1722394165000,Chrissie,89,F,Alagoas,3,673,laptop
1720393014000,Robinson,17,M,Roraima,1,162,laptop
1722503673000,Louis,37,M,Acre,1,2691,tablet
1733939261000,Roby,78,F,Bahia,4,715,smartwatch
1722038386000,Gregoor,49,M,Alagoas,14,1178,desktop
1706517711000,Brittani,47,F,Tocantins,1,2192,laptop
1717006792000,Julie,31,F,Bahia,14,44,smartphone
1725185530000,Alvinia,32,F,Tocantins,1,1535,desktop
1732862844000,Lane,65,F,Alagoas,10,2511,tablet
1719645930000,Frederic,9,M,Acre,5,1390,laptop
1704800639000,Concettina,52,F,Roraima,6,3138,smartwatch
1731368983000,Otho,81,M,Paraíba,19,2625,laptop
1716791608000,Dana,36,F,Mato Grosso,19,795,laptop
1712076487000,Maxim,37,M,Mato Grosso,17,1638,smartwatch
1732912787000,Jason,20,M,Rondônia,5,3189,desktop
1716923476000,Yuri,22,M,Ceara,3,2775,tablet
1732464119000,Maurine,81,F,Rio Grande do Sul,12,1070,smartphone
1724225382000,Rasia,56,F,Alagoas,4,512,smartphone
1707333267000,Lona,82,F,Alagoas,1,1660,laptop
1704856470000,Miquela,85,F,Rio Grande do Sul,17,3153,tablet
1706116167000,Joscelin,27,F,Pernambuco,7,217,desktop
1708465039000,Jeana,62,F,Amapá,15,1885,smartwatch
1710067029000,Isaak,13,M,Amapá,8,2916,smartwatch
1709244848000,Orsa,30,F,Paraíba,14,289,desktop
1732112636000,Sharline,12,F,Tocantins,8,3557,smartwatch
1708716900000,Dael,25,M,Bahia,18,2266,laptop
1710046896000,Goldia,90,F,Mato Grosso,9,2054,smartphone
1722695818000,Sibby,57,F,Sao Paulo,16,1047,smartwatch
1728230932000,Stepha,78,F,Pernambuco,6,1579,smartwatch
1722024785000,Jo,80,M,Rio Grande do Sul,16,2442,tablet
1722075505000,Stavro,39,M,Goiás,19,1850,smartwatch
1726375630000,Aubree,46,F,Bahia,17,82,smartwatch
1714841703000,Simona,73,F,Amazonas,2,1049,smartphone
1728681889000,Georges,64,M,Acre,17,738,smartphone
1706551775000,Tate,43,F,Alagoas,6,1074,laptop
1725087845000,Rosemarie,33,F,Minas Gerais,14,989,laptop
1705995780000,Gena,87,F,Minas Gerais,11,2051,smartphone
1714712226000,Dolf,24,M,Rio Grande do Sul,3,2001,tablet
1733442998000,Dannie,30,M,Mato Grosso,13,1225,smartwatch
1729965413000,Kareem,15,M,Bahia,7,2090,laptop
1705376944000,Mathian,68,M,Parana,8,1039,desktop
1704952246000,Isabella,28,F,Amazonas,17,128,laptop
1704673246000,Miner,60,M,Rio Grande do Sul,19,217,desktop
1733994176000,Terrel,25,M,Sergipe,13,1147,smartphone
1712356656000,Helaine,19,F,Paraíba,7,3087,desktop
1716172563000,Morganne,62,F,Rondônia,19,2986,laptop
1725414968000,Brit,82,M,Parana,18,1166,tablet
1724758063000,Keelby,61,M,Goiás,10,401,smartphone
1704378435000,Doralynn,52,F,Mato Grosso,18,2257,laptop
1713184884000,Helga,60,F,Santa Catarina,5,2282,laptop
1705652298000,Reggy,24,M,Amapá,17,3309,laptop
1721275581000,Lorin,20,M,Sergipe,8,1703,smartwatch
1734909924000,Corrine,67,F,Tocantins,8,3147,smartwatch
1719029759000,Jessie,30,M,Amapá,10,2984,desktop
1712104315000,Logan,69,M,Amapá,3,2697,laptop
1728879248000,Marjie,31,F,Bahia,18,1572,smartwatch
1719243860000,Jerald,41,M,Rio Grande do Sul,14,69,desktop
1716791964000,Halsy,24,M,Pernambuco,9,564,smartphone
1722025022000,Mervin,85,M,Mato Grosso,15,154,desktop
1725001892000,Shantee,12,F,Rio Grande do Sul,15,109,tablet
1719399817000,Ema,59,F,Bahia,5,956,tablet
1719116673000,Georgia,56,F,Minas Gerais,5,1379,smartwatch
1734351838000,Shanan,18,M,Rio de Janeiro,7,214,laptop
1731227256000,Woodie,17,M,Paraíba,11,1366,smartwatch
1734034108000,Suellen,12,F,Pernambuco,17,3162,smartwatch
1725803013000,Forester,43,M,Minas Gerais,18,3586,smartwatch
1723934497000,Jermaine,12,F,Parana,1,543,smartphone
1718241667000,Lynette,36,F,Santa Catarina,5,636,smartphone
1706471311000,Ambrosius,10,M,Minas Gerais,16,3553,tablet
1708280064000,Janeen,65,F,Rio de Janeiro,4,1084,desktop
1712018423000,Sidney,69,M,Roraima,19,2308,smartwatch
1733599811000,Corry,10,F,Rio de Janeiro,16,2793,smartwatch
1732339122000,Spense,88,M,Amapá,11,3190,desktop
1724935268000,Christian,34,M,Acre,17,240,desktop
1707309077000,Tanya,20,F,Santa Catarina,6,666,laptop
1729374823000,Tull,18,M,Amazonas,4,1906,smartphone
1727993190000,Kassey,16,F,Tocantins,13,914,smartphone
1704571891000,Albert,87,M,Parana,3,2345,smartwatch
1723824566000,Chevalier,90,M,Pernambuco,10,2962,laptop
1730093541000,Mela,27,F,Goiás,5,523,smartwatch
1715367980000,Rickert,8,M,Mato Grosso,1,1537,laptop
1731443793000,Cynthy,75,F,Rio de Janeiro,8,1593,smartwatch
1723957136000,Jeanna,21,F,Rio Grande do Sul,11,700,tablet
1711536178000,Baird,84,M,Sao Paulo,14,1259,smartwatch
1723063192000,Hughie,9,M,Roraima,14,2055,smartwatch
1710243142000,Taffy,44,F,Rondônia,11,1624,smartphone
1727452043000,Roxane,59,F,Sao Paulo,11,2430,smartphone
1711068080000,Kane,53,M,Mato Grosso,3,1237,smartwatch
1706245403000,Elijah,33,M,Amazonas,18,654,laptop
1727998087000,Wandis,32,F,Rondônia,4,2920,laptop
1733472487000,Caro,22,F,Tocantins,16,2683,tablet
1716932914000,Vernen,42,M,Santa Catarina,19,1288,tablet
1707032975000,Lane,47,M,Minas Gerais,1,1551,desktop
1717744688000,Marj,14,F,Paraíba,6,1529,smartphone
1716639669000,Karleen,79,F,Ceara,9,2269,smartwatch
1719605828000,Yorgo,64,M,Mato Grosso,8,1023,laptop
1727381184000,Quint,58,M,Amapá,18,1316,laptop
1716287365000,Amelie,19,F,Amazonas,20,315,tablet
1733410762000,Iseabal,72,F,Paraíba,7,3036,tablet
1727476650000,Paten,68,M,Paraíba,9,2403,smartwatch
1720856158000,Ranee,51,F,Alagoas,7,1282,tablet
1707567336000,Cary,65,F,Ceara,5,294,smartphone
1716828142000,Madelin,69,F,Minas Gerais,17,2477,tablet
1726519938000,Sibyl,71,F,Sao Paulo,20,3262,smartphone
1732534144000,Padraig,6,M,Amapá,19,2735,smartphone
1721681485000,Alonzo,32,M,Pernambuco,6,2518,smartphone
1706712939000,Farris,42,M,Sao Paulo,8,3425,smartphone
1704505141000,Karoly,33,M,Paraíba,1,1436,tablet
1706126283000,Viviene,6,F,Tocantins,15,3495,tablet
1729672857000,Regen,25,M,Minas Gerais,16,1477,tablet
1714183669000,Silvie,22,F,Minas Gerais,10,18,smartphone
1726992930000,Leanor,30,F,Pernambuco,15,805,desktop
1722119785000,Ivan,73,M,Acre,7,3411,desktop
1704856045000,Nehemiah,84,M,Rio Grande do Sul,2,1536,laptop
1723041130000,Alonzo,11,M,Santa Catarina,16,1025,smartwatch
1716601697000,Clayton,29,M,Santa Catarina,18,1046,laptop
1724524645000,Royall,78,M,Ceara,6,2080,smartwatch
1710802103000,Almeda,57,F,Ceara,16,3133,smartwatch
1730394360000,Alleen,17,F,Mato Grosso,6,912,smartwatch
1713039979000,Vernor,8,M,Alagoas,12,2918,smartphone
1722586792000,Brana,23,F,Rio de Janeiro,3,1133,smartphone
1719290041000,Enrico,9,M,Alagoas,20,1873,tablet
1726727040000,Murdoch,60,M,Sergipe,7,555,tablet
1723084010000,Evey,67,F,Alagoas,15,1129,smartwatch
1714141729000,Francois,20,M,Alagoas,20,3472,desktop
1711084227000,Conroy,83,M,Amazonas,3,108,smartwatch
1709454604000,Gilda,50,F,Tocantins,5,133,tablet
1726309035000,Kit,60,M,Mato Grosso,16,3347,desktop
1704591241000,Jacqui,6,F,Paraíba,16,1768,desktop
1729390987000,Pietrek,27,M,Pernambuco,20,2110,smartphone
1731314739000,Aime,73,F,Amazonas,9,1964,tablet
1722064066000,Jeannette,56,F,Santa Catarina,9,454,tablet
1715990686000,Stephanie,32,F,Mato Grosso,16,580,tablet
1708442121000,Margo,84,F,Paraíba,5,3560,tablet
1706117830000,Ab,6,M,Tocantins,15,3435,tablet
1712404539000,Ginnie,71,F,Rio Grande do Sul,9,2304,desktop
1729513501000,Garvey,40,M,Sao Paulo,10,1200,laptop
1728892598000,Corabel,61,F,Mato Grosso,3,3259,desktop
1719626719000,Paxon,26,M,Santa Catarina,10,1108,laptop
1717255529000,Serge,35,M,Rio de Janeiro,18,3097,desktop
1725678006000,Kania,8,F,Rondônia,19,2644,tablet
1721308748000,Cointon,42,M,Roraima,1,1050,laptop
1707006216000,Brandy,28,M,Bahia,8,516,tablet
1712143482000,Janetta,52,F,Bahia,11,3519,tablet
1710761237000,Tadeas,8,M,Ceara,14,1661,desktop
1717700399000,Lyndell,27,F,Sergipe,1,311,tablet
1715797941000,Freddie,71,F,Amazonas,13,3491,tablet
1706262852000,Kareem,67,M,Rio Grande do Sul,1,827,desktop
1725802030000,Meg,65,F,Rondônia,9,2735,tablet
1705327277000,Rayshell,78,F,Roraima,15,2224,laptop
1720881118000,Colman,84,M,Rondônia,3,1646,tablet
