timestamp,name,age,gender,state,news_id,time_spent,device,best_category
1705653040000,Mozelle,73,F,Goiás,6,15,smartwatch,esporte
1723789122000,Garrett,64,M,Goiás,16,1180,smartphone,politica
1712067041000,Coraline,52,F,Goiás,15,1991,desktop,politica
1732878458000,Susanna,26,F,Goiás,4,2999,smartphone,politica
1729910381000,Theressa,58,F,Goiás,2,2295,smartphone,saude
1725734840000,Georgeanna,55,F,Goiás,3,57,laptop,tecnologia
1733114187000,Ase,12,M,Goiás,13,1207,desktop,saude
1704814827000,Jobi,26,F,Goiás,10,2945,tablet,tecnologia
1726968952000,Vivie,43,F,Goiás,6,2883,smartphone,esporte
1726075135000,Cathe,73,F,Goiás,20,2112,smartwatch,entretenimento
1705940328000,Bail,50,M,Goiás,19,950,tablet,entretenimento
1717257714000,Blythe,62,F,Goiás,16,3340,tablet,politica
1733639288000,Kynthia,48,F,Goiás,15,1571,desktop,politica
1726498179000,Trip,84,M,Goiás,5,204,desktop,esporte
1731955592000,Rowney,62,M,Goiás,17,3158,smartphone,politica
1719628538000,Sidonnie,38,F,Goiás,7,3244,laptop,esporte
