timestamp,name,age,gender,state,news_id,time_spent,device,best_category
1714134503000,Christabel,81,F,Alagoas,9,2915,smartphone,tecnologia
1721413109000,Naomi,34,F,Alagoas,2,1232,smartphone,saude
1724014245000,Cosimo,46,M,Alagoas,18,390,laptop,entretenimento
1708360260000,Jaclin,88,F,Alagoas,2,3120,tablet,saude
1720690314000,Jasun,37,M,Alagoas,4,2994,laptop,politica
1713349416000,Sigismund,10,M,Alagoas,5,890,desktop,esporte
1720036998000,Laird,51,M,Alagoas,8,574,smartwatch,esporte
1712748261000,Tammie,46,F,Alagoas,9,2454,desktop,tecnologia
1731203386000,Dino,60,M,Alagoas,11,90,tablet,tecnologia
1726074285000,Patric,63,M,Alagoas,13,793,smartphone,saude
1729681110000,Wells,21,M,Alagoas,3,1962,desktop,tecnologia
1716268097000,Stacie,65,F,Alagoas,17,2568,desktop,politica
1709359836000,Noach,69,M,Alagoas,17,1074,smartphone,politica
1717666847000,Greta,54,F,Alagoas,8,212,smartphone,esporte
1728171421000,Adelice,43,F,Alagoas,11,1466,tablet,tecnologia
1732310922000,Donielle,34,F,Alagoas,3,2989,tablet,tecnologia
1713412716000,Julius,75,M,Alagoas,13,3562,tablet,saude
1713432025000,Page,43,M,Alagoas,6,1430,tablet,esporte
1704720191000,Fianna,41,F,Alagoas,18,904,tablet,entretenimento
1735344994000,Madeline,21,F,Alagoas,17,2670,laptop,politica
1716182621000,Maxine,29,F,Alagoas,8,2196,tablet,esporte
1711130495000,Birch,11,M,Alagoas,5,3033,desktop,esporte
1723156831000,Bobbie,11,M,Alagoas,16,833,laptop,politica
1727087685000,Berenice,38,F,Alagoas,16,1578,smartphone,politica
1730036841000,Dav,7,M,Alagoas,8,2131,smartwatch,esporte
1724338756000,Reynold,89,M,Alagoas,7,593,smartwatch,esporte
1731050015000,Colette,42,F,Alagoas,16,529,smartwatch,politica
1727137420000,Christalle,8,F,Alagoas,5,2781,smartwatch,esporte
1709389067000,Lindy,80,F,Alagoas,3,2502,tablet,tecnologia
1724489401000,Harvey,61,M,Alagoas,6,2266,tablet,esporte
1732566199000,Alan,35,M,Alagoas,2,2984,desktop,saude
1705848387000,Giavani,41,M,Alagoas,16,269,tablet,politica
1718967335000,Sheffy,90,M,Alagoas,8,3246,desktop,esporte
1733724587000,Thatch,82,M,Alagoas,2,1743,desktop,saude
1734074497000,Daffie,35,F,Alagoas,11,1435,smartphone,tecnologia
1706309674000,Nikki,13,F,Alagoas,15,365,smartwatch,politica
1734050769000,Tomi,79,F,Alagoas,20,1012,smartwatch,entretenimento
1710348025000,Abby,27,F,Alagoas,17,1258,laptop,politica
1731850377000,Locke,37,M,Alagoas,12,663,desktop,saude
1717075150000,Annabela,64,F,Alagoas,7,697,desktop,esporte
1704324271000,Sarah,75,F,Alagoas,10,1018,smartphone,tecnologia
1725921275000,Ollie,22,M,Alagoas,17,1853,smartphone,politica
1734105833000,Glad,42,F,Alagoas,6,1938,laptop,esporte
1714228238000,Berthe,61,F,Alagoas,1,1341,tablet,tecnologia
1719999129000,Lemmie,48,M,Alagoas,12,846,smartwatch,saude
