timestamp,name,age,gender,state,news_id,category,time_spent,device
1729387128000,Sutherlan,28,Male,Ceara,19,Entertainment,550,laptop
1708187982000,Clo,72,Female,Sergipe,12,Business,759,tablet
1718723525000,Peder,26,Male,Acre,15,Politics,1849,laptop
1728886445000,Mara,65,Female,Tocantins,8,Business,2424,desktop
1724059675000,Fanchette,29,Female,Minas Gerais,2,Economy,1296,smartwatch
1728289670000,Dorian,72,Female,Santa Catarina,19,Technology,2406,smartwatch
1706015439000,Brock,64,Male,Rio de Janeiro,15,Economy,257,tablet
1712829390000,Kori,77,Female,Alagoas,17,Entertainment,1744,laptop
1709374249000,Lishe,90,Female,Paraíba,6,Technology,2332,desktop
1733882503000,Aurea,57,Female,Rondônia,12,Economy,1282,smartwatch
1706979538000,Colan,14,Male,Santa Catarina,10,Entertainment,2910,tablet
1713616375000,Hyacintha,46,Female,Sao Paulo,1,Sports,807,laptop
1712248041000,Eben,83,Male,Mato Grosso,8,Entertainment,1718,smartwatch
1722562702000,Ludovico,50,Male,Parana,4,Health,1303,desktop
1704322646000,Glyn,80,Male,Alagoas,7,Technology,761,tablet
1705360473000,Candi,30,Female,Tocantins,8,Health,2801,smartphone
1712030551000,Emlynne,46,Female,Paraíba,16,Health,1199,smartwatch
1726579209000,Sauncho,54,Male,Ceara,16,Business,1011,smartphone
1726962910000,Anabella,37,Female,Tocantins,13,Entertainment,270,smartphone
1734788477000,Melodee,45,Female,Minas Gerais,4,Politics,3267,laptop
1712508472000,Trula,40,Female,Acre,9,Economy,2282,smartwatch
1723754734000,Reynard,88,Male,Bahia,13,Entertainment,252,smartwatch
1725695995000,Randie,31,Female,Parana,20,Health,2029,tablet
1721668132000,Mattias,62,Male,Bahia,15,Sports,2265,laptop
1715662060000,Lannie,48,Male,Santa Catarina,15,Health,504,laptop
1722132079000,Barbe,74,Female,Rondônia,14,Technology,3525,smartphone
1727940470000,Matias,84,Male,Rio Grande do Sul,7,Technology,230,tablet
1718947490000,Elroy,57,Male,Sao Paulo,15,Economy,2791,smartwatch
1721129844000,Blinni,85,Female,Rio Grande do Sul,4,Health,598,smartphone
1731232976000,Calhoun,20,Male,Santa Catarina,5,Economy,1831,tablet
1731332824000,Lena,29,Female,Rio Grande do Sul,13,Health,1110,desktop
1722316135000,Robinetta,33,Female,Minas Gerais,19,Health,2978,smartwatch
1716463779000,Gideon,10,Male,Paraíba,12,Economy,2486,tablet
1735215887000,Germaine,12,Male,Ceara,19,Economy,63,smartwatch
1721061417000,Daffie,24,Female,Sao Paulo,2,Politics,1255,laptop
1709763934000,Cristina,17,Female,Santa Catarina,4,Politics,3403,smartwatch
1717461542000,Erinna,51,Female,Minas Gerais,7,Politics,2999,laptop
1723287450000,Jermaine,85,Male,Paraíba,17,Entertainment,2557,smartphone
1704647256000,Marcia,61,Female,Rio Grande do Sul,8,Politics,2577,smartwatch
1719997858000,Warner,37,Male,Mato Grosso,16,Politics,3211,laptop
1729502371000,Martainn,52,Male,Minas Gerais,1,Health,1651,smartphone
1706321476000,Kirstin,17,Female,Sergipe,11,Health,8,desktop
1734510227000,Norton,50,Male,Parana,14,Health,2678,smartwatch
1721665233000,Elihu,42,Male,Rio Grande do Sul,9,Health,2364,laptop
1718080565000,Gerhardine,52,Female,Rio de Janeiro,5,Health,59,desktop
1715535282000,Cleon,52,Male,Rondônia,10,Technology,493,smartphone
1725682430000,Riccardo,54,Male,Acre,6,Business,1312,laptop
1715060383000,Cristine,12,Female,Bahia,20,Technology,301,desktop
1722189857000,Lock,82,Male,Acre,20,Politics,87,tablet
1707321161000,Freda,37,Female,Rio Grande do Sul,5,Entertainment,1438,tablet
1735306768000,James,47,Male,Santa Catarina,6,Business,1318,desktop
1719623031000,Annemarie,22,Female,Rio de Janeiro,8,Entertainment,398,tablet
1726011285000,Viola,59,Female,Mato Grosso,12,Politics,3357,tablet
1734242204000,Dena,55,Female,Mato Grosso,11,Politics,3414,laptop
1720322448000,Tades,43,Male,Roraima,14,Economy,2028,tablet
1712902308000,Boothe,88,Male,Santa Catarina,2,Health,3419,tablet
1731463657000,Fran,43,Female,Roraima,14,Economy,3575,desktop
1708638393000,Fidela,29,Female,Amazonas,18,Economy,3595,tablet
1719148158000,Margalit,54,Female,Parana,3,Technology,636,laptop
1718867419000,Bil,25,Male,Rondônia,15,Technology,1234,laptop
1727437236000,Bernita,12,Female,Sergipe,4,Politics,268,desktop
1724291804000,Augie,34,Male,Roraima,3,Sports,1381,tablet
1722442969000,Saraann,44,Female,Goiás,3,Business,2210,laptop
1735383501000,Elyse,19,Female,Rio de Janeiro,8,Politics,89,tablet
1726178042000,Mareah,48,Female,Bahia,4,Health,3201,laptop
1712645928000,Rriocard,75,Male,Paraíba,7,Economy,1634,smartwatch
1718155066000,Dalli,12,Male,Minas Gerais,4,Sports,1376,laptop
1710557999000,Bruis,26,Male,Goiás,2,Entertainment,1339,smartphone
1730002262000,Cheryl,58,Female,Acre,10,Business,793,laptop
1721321807000,Cullan,46,Male,Amapá,18,Politics,1542,smartwatch
1708400038000,Rosette,50,Female,Amazonas,17,Sports,2576,desktop
1732197753000,Graig,81,Male,Santa Catarina,16,Entertainment,2065,tablet
1707941324000,Gennie,11,Female,Acre,3,Economy,1180,laptop
1727909180000,Quintin,38,Male,Mato Grosso,8,Economy,253,desktop
1726523537000,Pavla,38,Female,Rondônia,12,Business,531,smartphone
1720551643000,Alina,30,Female,Parana,11,Economy,3220,laptop
1728540462000,Bobbee,84,Female,Sao Paulo,7,Technology,2646,tablet
1720680105000,Towney,85,Male,Alagoas,8,Sports,1546,laptop
1733212171000,Marve,61,Male,Minas Gerais,18,Sports,681,smartwatch
1727721436000,Angeline,64,Female,Pernambuco,20,Economy,1419,smartwatch
1735080871000,Marlena,76,Female,Alagoas,4,Economy,3162,laptop
1734633624000,Kenon,88,Male,Goiás,11,Economy,3575,smartphone
1709501667000,Eloise,59,Female,Alagoas,7,Politics,1268,tablet
1724553211000,Linette,37,Female,Pernambuco,16,Economy,873,smartphone
1728315916000,Dene,77,Male,Goiás,11,Health,1462,smartphone
1713819966000,Demetris,67,Male,Amazonas,7,Politics,1409,tablet
1725544672000,Christoffer,43,Male,Mato Grosso,2,Technology,2249,tablet
1713900708000,Aurelea,79,Female,Parana,19,Politics,1672,tablet
1733786944000,Tonie,82,Female,Minas Gerais,12,Politics,3546,smartphone
1735023146000,Riccardo,11,Male,Pernambuco,17,Health,939,smartwatch
1709304764000,Lindy,80,Female,Sao Paulo,8,Entertainment,1690,smartwatch
1725586711000,Delainey,39,Male,Ceara,11,Economy,2817,smartwatch
1724370292000,Gerick,66,Male,Bahia,5,Business,698,laptop
1731111062000,Doyle,86,Male,Parana,14,Politics,1470,smartwatch
1715933227000,Idette,82,Female,Rio Grande do Sul,18,Economy,2389,tablet
1704383546000,Corbet,17,Male,Sao Paulo,2,Sports,1985,smartphone
1723183991000,Leola,87,Female,Roraima,2,Business,2895,smartphone
1716097924000,Edwin,50,Male,Rio Grande do Sul,1,Business,75,smartphone
1717177168000,Merralee,6,Female,Rio de Janeiro,5,Technology,3019,smartphone
1730752915000,Gaylor,58,Male,Paraíba,16,Politics,3235,desktop
1730257318000,Adams,13,Male,Ceara,10,Health,2002,tablet
1713832574000,Bren,12,Female,Roraima,9,Entertainment,54,smartphone
1723277149000,Eden,90,Female,Bahia,4,Entertainment,27,smartphone
1711986111000,Rog,72,Male,Alagoas,6,Technology,737,tablet
1710068444000,Kaycee,10,Female,Sergipe,4,Sports,1680,desktop
1718911775000,Marlie,37,Female,Rondônia,17,Technology,3397,desktop
1716058901000,Hector,7,Male,Alagoas,11,Business,724,tablet
1727112900000,Frasco,64,Male,Rio Grande do Sul,15,Politics,2311,desktop
1730486287000,Benoit,29,Male,Parana,16,Politics,862,smartphone
1729781631000,Darryl,74,Female,Sergipe,13,Technology,1501,smartphone
1711074066000,Vito,37,Male,Mato Grosso,9,Business,447,tablet
1708723398000,Callean,8,Male,Goiás,14,Business,701,desktop
1722880675000,Amelia,75,Female,Alagoas,1,Sports,1252,smartwatch
1705561924000,Lotta,90,Female,Mato Grosso,6,Economy,18,smartwatch
1732318488000,Sapphire,66,Female,Pernambuco,3,Health,1018,desktop
1712310929000,Averill,45,Male,Rio Grande do Sul,9,Health,3216,smartphone
1731988799000,Abbot,14,Male,Sao Paulo,11,Politics,2109,laptop
1708766505000,Giffard,41,Male,Goiás,3,Business,2778,laptop
1732224646000,Pembroke,45,Male,Acre,18,Politics,655,desktop
1719699709000,Bennett,27,Male,Mato Grosso,16,Technology,3280,smartphone
1732679399000,Barbaraanne,90,Female,Tocantins,14,Economy,1312,tablet
1731532322000,Barris,81,Male,Amazonas,19,Politics,2542,laptop
1708057582000,Norine,83,Female,Tocantins,16,Business,1020,smartwatch
1717404252000,Sela,30,Female,Paraíba,7,Sports,3307,smartphone
1713758561000,Melitta,86,Female,Sergipe,1,Technology,304,laptop
1710662252000,Grete,39,Female,Sao Paulo,10,Sports,3009,desktop
1727520074000,Klarika,39,Female,Paraíba,18,Entertainment,2615,desktop
1728868702000,Jermain,83,Male,Goiás,13,Politics,2184,desktop
1727608913000,Nikos,10,Male,Amazonas,4,Economy,1821,smartwatch
1729027113000,Debee,50,Female,Tocantins,5,Sports,3249,tablet
1707675594000,Vida,50,Female,Pernambuco,6,Entertainment,1674,smartwatch
1713486427000,Yelena,33,Female,Roraima,6,Entertainment,2166,tablet
1723664868000,Livy,71,Female,Acre,17,Technology,1427,smartphone
1716484389000,Carmon,14,Female,Minas Gerais,7,Sports,1773,desktop
1718847222000,Timotheus,30,Male,Paraíba,2,Health,2451,desktop
1728203397000,Eduino,83,Male,Rio de Janeiro,19,Business,2314,tablet
1719803187000,Riley,80,Male,Paraíba,17,Business,883,desktop
1728313759000,Ennis,79,Male,Tocantins,19,Business,2754,desktop
1722103862000,Michaella,89,Female,Rio Grande do Sul,18,Sports,3070,smartwatch
1708810240000,Jeanna,38,Female,Acre,19,Business,2381,laptop
1717734339000,Kelcy,75,Female,Rondônia,9,Economy,2249,laptop
1719502545000,Zebadiah,90,Male,Amapá,18,Economy,2340,smartwatch
1728084712000,Evered,23,Male,Minas Gerais,17,Technology,1276,tablet
1720854462000,Krystle,81,Female,Santa Catarina,4,Technology,2766,desktop
1720681043000,Remus,39,Male,Rondônia,13,Health,3557,smartphone
1727541313000,Pooh,71,Female,Bahia,5,Entertainment,912,laptop
1705733417000,Rafael,28,Male,Rondônia,15,Politics,1286,laptop
1733651152000,Parrnell,47,Male,Ceara,10,Entertainment,642,desktop
1706958589000,Olimpia,6,Female,Paraíba,17,Sports,190,smartphone
1728297870000,Jerrome,11,Male,Ceara,11,Health,924,laptop
1719121239000,Cameron,89,Male,Alagoas,16,Politics,1013,smartphone
1725176437000,Janeen,53,Female,Minas Gerais,15,Technology,3373,smartphone
1734871687000,Milka,74,Female,Tocantins,5,Sports,2987,smartphone
1724891652000,Kathrine,48,Female,Rio de Janeiro,7,Health,1467,desktop
1706293116000,Betti,55,Female,Acre,2,Politics,3548,tablet
1715330500000,Hilario,53,Male,Bahia,20,Health,191,smartwatch
1724230449000,Wileen,44,Female,Parana,18,Entertainment,3043,smartphone
1731576830000,Katlin,89,Female,Amazonas,11,Technology,3301,smartphone
1719364797000,Gabie,50,Female,Ceara,13,Entertainment,3556,desktop
1725870640000,Archer,59,Male,Rio Grande do Sul,10,Entertainment,1572,tablet
1714134503000,Christabel,81,Female,Alagoas,9,Business,2915,smartphone
1725790217000,Patton,60,Male,Rio de Janeiro,16,Entertainment,3014,smartwatch
1721413109000,Naomi,34,Female,Alagoas,2,Economy,1232,smartphone
1706618999000,Tiler,75,Male,Paraíba,16,Politics,1615,tablet
1725927348000,Arvie,21,Male,Rondônia,7,Politics,2724,smartwatch
1715377168000,Estrellita,88,Female,Tocantins,19,Economy,2823,smartwatch
1713232292000,Nichol,16,Female,Acre,3,Politics,2124,smartwatch
1729170317000,Harley,25,Female,Mato Grosso,5,Economy,1807,smartphone
1734383132000,Stanford,66,Male,Mato Grosso,2,Politics,3135,desktop
1706798758000,Randie,42,Male,Amapá,19,Entertainment,870,desktop
1718816752000,Robin,77,Male,Ceara,7,Entertainment,1340,smartwatch
1730936677000,Rainer,90,Male,Sao Paulo,20,Technology,3143,desktop
1723414591000,Ailey,30,Female,Roraima,17,Sports,940,tablet
1734027345000,Florence,61,Female,Paraíba,2,Entertainment,1477,smartphone
1724014245000,Cosimo,46,Male,Alagoas,18,Economy,390,laptop
1708360260000,Jaclin,88,Female,Alagoas,2,Sports,3120,tablet
1719989514000,Pippo,49,Male,Sao Paulo,20,Entertainment,1239,tablet
1719360266000,Konrad,68,Male,Mato Grosso,13,Sports,715,smartwatch
1705917892000,Yalonda,43,Female,Rio Grande do Sul,2,Business,670,smartwatch
1706695787000,Mel,27,Male,Goiás,18,Health,1296,smartwatch
1719651081000,Brunhilde,75,Female,Amazonas,19,Technology,1506,smartphone
1734139725000,Tine,73,Female,Acre,20,Business,2820,laptop
1734671004000,Zollie,67,Male,Bahia,18,Health,2268,smartphone
1732323019000,Stephana,54,Female,Amapá,11,Health,3176,tablet
1716638572000,Germaine,18,Male,Rondônia,4,Health,351,smartwatch
1722361512000,Celene,67,Female,Goiás,20,Economy,1867,smartphone
1731664674000,Jorrie,58,Female,Goiás,16,Politics,3454,desktop
1734468909000,Binky,79,Male,Minas Gerais,15,Health,3383,tablet
1720059119000,Howard,79,Male,Rio Grande do Sul,12,Economy,512,smartwatch
1711680464000,Delmor,90,Male,Acre,20,Economy,687,smartwatch
1709458636000,Eveline,82,Female,Bahia,17,Politics,2918,tablet
1725565622000,Corri,34,Female,Tocantins,4,Politics,2511,laptop
1709959757000,Wilie,34,Female,Parana,13,Sports,1447,laptop
1718791202000,Bryce,68,Male,Rondônia,1,Technology,3406,tablet
1707612914000,Andriette,75,Female,Minas Gerais,20,Health,2261,tablet
1714757893000,Jacquelin,73,Female,Rondônia,13,Politics,532,desktop
1711407458000,Aylmar,42,Male,Rondônia,14,Politics,2313,desktop
1728755610000,Mendie,23,Male,Roraima,9,Technology,1038,laptop
1706167307000,Catriona,44,Female,Ceara,17,Business,1692,smartphone
1708098288000,Elliott,41,Male,Bahia,1,Politics,330,tablet
1721290587000,Kaylil,36,Female,Rio Grande do Sul,18,Entertainment,1317,laptop
1720690314000,Jasun,37,Male,Alagoas,4,Economy,2994,laptop
1716912255000,Hernando,75,Male,Amapá,8,Politics,1757,laptop
1731734393000,Aurelea,20,Female,Pernambuco,2,Health,2120,smartwatch
1711016847000,Sandra,35,Female,Paraíba,1,Entertainment,3030,laptop
1717050585000,Celinka,6,Female,Parana,2,Sports,1831,smartwatch
1705790140000,Waylan,20,Male,Parana,15,Technology,2098,tablet
1717248378000,Stanislaw,38,Male,Paraíba,5,Politics,98,laptop
1709574626000,Prentiss,27,Male,Ceara,17,Economy,2674,laptop
1716952384000,Vincent,12,Male,Acre,4,Sports,2029,smartwatch
1729271305000,Georgetta,65,Female,Santa Catarina,11,Entertainment,1304,smartphone
1720501855000,Tim,77,Male,Paraíba,11,Sports,641,tablet
1732742334000,Sherwin,11,Male,Minas Gerais,3,Sports,2521,smartphone
1713349416000,Sigismund,10,Male,Alagoas,5,Economy,890,desktop
1729904430000,Annissa,7,Female,Sao Paulo,7,Sports,1564,desktop
1729274715000,Wilhelmina,82,Female,Sao Paulo,2,Business,773,tablet
1720036998000,Laird,51,Male,Alagoas,8,Business,574,smartwatch
1725557303000,Emmerich,50,Male,Paraíba,17,Health,1086,tablet
1711043069000,Sophey,71,Female,Minas Gerais,12,Sports,2033,tablet
1716489701000,Jere,35,Female,Bahia,2,Health,1687,smartphone
1705521231000,Deedee,15,Female,Santa Catarina,5,Technology,810,desktop
1713163443000,Sammy,18,Female,Santa Catarina,16,Sports,2168,tablet
1712748261000,Tammie,46,Female,Alagoas,9,Economy,2454,desktop
1704419989000,Nellie,34,Female,Pernambuco,17,Entertainment,1876,smartwatch
1728522366000,George,59,Male,Rio Grande do Sul,17,Technology,1097,tablet
1731342349000,Gabriello,90,Male,Parana,19,Technology,1902,smartphone
1732492202000,Hewie,73,Male,Parana,6,Politics,3103,desktop
1731401584000,Rodolphe,37,Male,Santa Catarina,19,Entertainment,80,smartwatch
1706185222000,Charmain,76,Female,Goiás,9,Entertainment,3449,smartphone
1715243056000,Peder,21,Male,Santa Catarina,11,Entertainment,1634,smartwatch
1724946766000,Frannie,84,Male,Santa Catarina,2,Business,901,smartwatch
1724598498000,Violante,70,Female,Rio Grande do Sul,17,Economy,1962,smartphone
1733095033000,Gretta,57,Female,Sergipe,6,Technology,1651,laptop
1705007596000,Ronnie,44,Female,Santa Catarina,5,Sports,728,desktop
1713959932000,Vally,29,Female,Roraima,7,Business,2652,laptop
1710003728000,Torry,58,Male,Acre,11,Entertainment,3490,laptop
1715333476000,Lee,51,Male,Mato Grosso,7,Business,1577,smartphone
1707799420000,Allegra,60,Female,Paraíba,19,Sports,566,tablet
1714628133000,Lotty,34,Female,Minas Gerais,10,Sports,2422,tablet
1735066551000,Aleece,43,Female,Sergipe,8,Health,1221,smartphone
1732875952000,Kathlin,79,Female,Tocantins,20,Economy,1625,desktop
1715665711000,Toby,66,Female,Amazonas,11,Sports,2827,desktop
1726421245000,Sharia,17,Female,Mato Grosso,19,Politics,926,tablet
1719529020000,Dallas,31,Male,Pernambuco,5,Economy,3197,laptop
1731203386000,Dino,60,Male,Alagoas,11,Economy,90,tablet
1729286703000,Mateo,30,Male,Acre,19,Sports,3123,tablet
1724665210000,Shermy,65,Male,Acre,12,Politics,2289,laptop
1735275781000,Arvie,64,Male,Paraíba,15,Entertainment,467,desktop
1733596393000,Xymenes,14,Male,Rio de Janeiro,3,Politics,3366,smartphone
1720741730000,Margi,83,Female,Santa Catarina,18,Technology,2525,smartphone
1706105284000,Keir,90,Male,Amazonas,6,Politics,2256,tablet
1724164127000,Tuesday,25,Female,Acre,14,Health,856,tablet
1729416863000,Chen,73,Male,Acre,4,Entertainment,2779,laptop
1709657642000,Virgil,54,Male,Mato Grosso,15,Economy,1015,laptop
1718153827000,Nerita,57,Female,Tocantins,13,Health,3335,smartphone
1719995690000,Giovanna,35,Female,Minas Gerais,15,Health,43,tablet
1715205457000,Biddie,52,Female,Sergipe,1,Health,1019,desktop
1713910657000,Remus,81,Male,Pernambuco,16,Politics,3389,smartwatch
1729251134000,Bennett,15,Male,Tocantins,12,Economy,2765,smartwatch
1733627307000,Thorin,26,Male,Ceara,14,Sports,172,laptop
1724242734000,Jess,41,Male,Amazonas,12,Technology,1791,laptop
1732601107000,Bobbye,41,Female,Bahia,1,Sports,1168,desktop
1713931568000,Michele,25,Male,Bahia,16,Business,2910,smartphone
1710571790000,Napoleon,61,Male,Goiás,16,Entertainment,390,desktop
1730664556000,Agata,39,Female,Ceara,7,Business,1267,desktop
1718911915000,Modesta,9,Female,Santa Catarina,2,Health,3452,smartwatch
1726074285000,Patric,63,Male,Alagoas,13,Economy,793,smartphone
1707172656000,Forrest,87,Male,Rio de Janeiro,2,Politics,938,smartphone
1713774482000,Christyna,87,Female,Santa Catarina,16,Technology,2642,laptop
1708740802000,Drona,43,Female,Tocantins,14,Technology,2757,smartwatch
1728877309000,Price,86,Male,Acre,8,Business,3414,smartphone
1717385893000,Odilia,15,Female,Tocantins,3,Politics,3200,laptop
1723920994000,Audre,13,Female,Goiás,16,Business,670,tablet
1704827213000,Pennie,25,Male,Pernambuco,11,Sports,2193,tablet
1715758825000,Barr,79,Male,Rio de Janeiro,4,Politics,2661,smartwatch
1715062059000,Doti,45,Female,Santa Catarina,14,Entertainment,2693,laptop
1728057012000,Brice,22,Male,Rio de Janeiro,7,Business,2412,laptop
1716237923000,Gerick,34,Male,Sao Paulo,5,Business,613,smartwatch
1720360994000,Clerkclaude,69,Male,Amazonas,7,Sports,1842,laptop
1729681110000,Wells,21,Male,Alagoas,3,Entertainment,1962,desktop
1725612133000,Earl,78,Male,Sao Paulo,1,Technology,3415,desktop
1716490238000,Mandie,24,Female,Rondônia,2,Politics,1582,tablet
1725483085000,Gery,37,Male,Bahia,14,Politics,2545,smartwatch
1711521166000,Gregoor,22,Male,Parana,9,Sports,469,smartwatch
1722581256000,Julianne,48,Female,Parana,6,Politics,2332,smartphone
1705869671000,Howie,41,Male,Parana,10,Health,342,tablet
1725932280000,Clemmy,30,Male,Parana,10,Technology,2951,desktop
1722486310000,Elli,9,Female,Ceara,17,Entertainment,2561,desktop
1715350915000,Tiphany,81,Female,Goiás,4,Entertainment,3403,desktop
1704922239000,Annemarie,80,Female,Ceara,7,Health,2779,desktop
1734170731000,Evvie,38,Female,Sao Paulo,11,Technology,3271,desktop
1723843429000,Gretta,73,Female,Amazonas,18,Technology,1324,desktop
1721400028000,Ware,45,Male,Sergipe,13,Economy,488,smartphone
1716309756000,Meghan,65,Female,Amapá,2,Sports,753,tablet
1731113856000,Lalo,76,Male,Amazonas,16,Technology,366,smartphone
1706901614000,Helen,64,Female,Roraima,17,Sports,657,laptop
1708679084000,Kaitlynn,83,Female,Tocantins,8,Health,3581,smartphone
1726738321000,Mada,81,Female,Sao Paulo,6,Sports,224,tablet
1719890628000,Darb,43,Female,Paraíba,4,Sports,2085,smartwatch
1713350152000,Randolf,87,Male,Roraima,13,Business,3410,laptop
1712393486000,Jinny,78,Female,Amapá,9,Health,3528,tablet
1715128043000,Halsey,10,Male,Roraima,6,Technology,3011,laptop
1730920446000,Vinnie,28,Female,Roraima,12,Sports,2156,tablet
1722047125000,Putnam,37,Male,Mato Grosso,6,Business,2111,desktop
1711913838000,Alida,46,Female,Santa Catarina,15,Entertainment,300,tablet
1708972222000,Lainey,62,Female,Rondônia,8,Entertainment,2803,smartwatch
1718663237000,Rafe,32,Male,Rondônia,11,Sports,602,smartphone
1706368364000,Robinia,53,Female,Minas Gerais,10,Entertainment,2959,smartwatch
1719910515000,Blair,73,Male,Acre,14,Entertainment,2495,tablet
1712619215000,Rogerio,28,Male,Mato Grosso,10,Business,343,desktop
1718807295000,Jayne,47,Female,Bahia,4,Health,1190,laptop
1721736931000,Delores,39,Female,Roraima,14,Economy,1565,smartwatch
1713889972000,Charmain,27,Female,Acre,2,Sports,1557,smartwatch
1709607703000,Glen,23,Female,Bahia,8,Business,3008,tablet
1731719518000,Astrid,67,Female,Sao Paulo,14,Technology,2197,smartphone
1730138784000,Nicolais,15,Male,Rio Grande do Sul,1,Economy,2870,smartwatch
1730583909000,Mason,18,Male,Paraíba,7,Business,2950,smartphone
1709642491000,Bernardina,20,Female,Rondônia,2,Health,1147,laptop
1716268097000,Stacie,65,Female,Alagoas,17,Entertainment,2568,desktop
1735397822000,Raimondo,65,Male,Acre,3,Sports,1284,smartwatch
1725869317000,Elane,85,Female,Pernambuco,8,Entertainment,2713,desktop
1726489733000,Augustus,51,Male,Parana,19,Entertainment,1138,tablet
1733657901000,Lyman,47,Male,Santa Catarina,5,Sports,298,smartphone
1717291868000,Lucias,21,Male,Parana,4,Economy,858,smartphone
1721343957000,Bradley,76,Male,Parana,6,Economy,2948,smartphone
1719552223000,Sheila,62,Female,Santa Catarina,12,Business,1538,tablet
1733537442000,Mycah,17,Male,Ceara,16,Economy,1858,laptop
1709359836000,Noach,69,Male,Alagoas,17,Business,1074,smartphone
1707947067000,Lauritz,68,Male,Mato Grosso,13,Health,2877,tablet
1718948157000,Gabriele,9,Male,Sergipe,14,Sports,1870,laptop
1717666847000,Greta,54,Female,Alagoas,8,Entertainment,212,smartphone
1734786530000,Flo,82,Female,Amazonas,16,Technology,104,smartwatch
1714634217000,Evanne,31,Female,Rondônia,8,Business,1168,laptop
1713565247000,Wilmar,45,Male,Rio de Janeiro,1,Business,2627,smartphone
1714696012000,Shea,68,Male,Roraima,17,Technology,292,smartphone
1720556039000,Klarika,24,Female,Paraíba,20,Business,898,smartwatch
1710354376000,Marylee,14,Female,Paraíba,13,Economy,854,desktop
1709347905000,Anita,28,Female,Pernambuco,4,Health,3355,smartphone
1718405250000,Mona,64,Female,Santa Catarina,19,Entertainment,1425,tablet
1714650748000,Ludovika,12,Female,Rio de Janeiro,11,Health,3550,desktop
1724767551000,Giuditta,13,Female,Santa Catarina,10,Economy,3506,smartwatch
1728829009000,Nikola,54,Male,Minas Gerais,13,Technology,541,laptop
1722764274000,Hestia,78,Female,Rio de Janeiro,20,Sports,504,desktop
1707674218000,Maddie,33,Female,Tocantins,18,Health,1449,smartwatch
